id	title	name_src	type	aat_type	parent	close_match
10610	Morante	alcedo	punta	capes		
10611	Morauians	alcedo	pueblo	towns		
10612	Morayo	alcedo	pueblo	towns	Corregimiento de Chichas y Tarija	
10613	Morcot	alcedo	isla	islands		
10614	Morcote	alcedo	pueblo	towns	San Juan de los Llanos	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000207]
10615	Morchiquejo	alcedo	pueblo	towns	Cartagena	
10616	Moreno	alcedo			Corregimiento de Atacama	
10617	Moreti	alcedo	rio	rivers	Darien	
10618	Moretown	alcedo	pueblo	towns		
10619	Morgan	alcedo	isla	islands		
10620	Morgan	alcedo	rio	rivers	Cumaná	
10621	Morgne	alcedo	pueblo	towns		
10622	Morin	alcedo	pueblo	towns	Perú	
10623	Morin	alcedo	pueblo	towns		
10624	Morineca	alcedo	pueblo	towns	Darien	
10625	Moris	alcedo	pueblo	towns	Cinaloa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000339]
10626	Morland	alcedo	condado	countys		
10627	Morne	alcedo	monte	mountains		
10629	Morne	alcedo	montaña	mountains		
10630	Morne	alcedo	pueblo	towns		
10631	Moro	alcedo	pueblo	towns	Corregimiento de Santa	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000889]
10632	Moroca	alcedo	rio	rivers	la Guayana	
10633	Morocolla	alcedo	pueblo	towns	Corregimiento de Lucanas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000542]
10634	Moroi	alcedo	pueblo	towns	Perú	
10635	Moromoro	alcedo	pueblo	towns	Corregimiento de Chayanta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000156]
10636	Moron	alcedo	rio	rivers	Corregimiento de Cuenca	
10637	Morona	alcedo	rio	rivers	Reyno de Quito	
10638	Morrillo	alcedo	punta	capes		
10639	Morris	alcedo	colonia	colonys		
10640	Morritos	alcedo	monte	mountains	Nuevo Reyno de Granada	
10641	Morro	alcedo	pueblo	towns	Nuevo Reyno de Granada	
10642	Morro	alcedo	pueblo	towns	Guayaquil	
10643	Morro	alcedo	provincia	provinces	Corregimiento de Chachapoyas	
10644	Morro	alcedo	montaña	mountains	Reyno de Chile	
10645	Morro	alcedo	rio	rivers	Corregimiento de Chachapoyas	
10646	Morro	alcedo	monte	mountains	Cartagena	
10647	Morro	alcedo	monte	mountains		
10648	Morro	alcedo			Perú	
10649	Morro	alcedo	provincia	provinces	Corregimiento de Arica	
10650	Morro	alcedo			Reyno de Guatemala	
10651	Morroa	alcedo	pueblo	towns	Cartagena	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000120]
10652	Morro	alcedo	monte	mountains	Honduras	
10653	Morron	alcedo	pueblo	towns	Cartagena	
10654	Morron	alcedo	pueblo	towns	Venezuela	
10655	Morrope	alcedo	pueblo	towns	Corregimiento de Saña	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001431]
10656	Morropon	alcedo	rio	rivers	Corregimiento de Piura	
10657	Morropon	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001405]
10658	Morros	alcedo				
10659	Morrosquillo	alcedo	golfo	gulfs	Cartagena	
10660	Mort	alcedo	bahia	bays		
10662	Mortagua	alcedo	rio	rivers	Honduras	
10663	Mortalla	alcedo	bahia	bays		
10664	Mortigura	alcedo	pueblo	towns	Brazil	
10665	Moruas	alcedo	nación de indios	cultural groups		
10666	Moruga	alcedo	rio	rivers	Cumaná	
10667	Morui	alcedo	pueblo	towns	Venezuela	
10668	Morungaba	alcedo	pueblo	towns	Brazil	
10669	Moscas	alcedo			Nuevo Reyno de Granada	
10670	Moscas	alcedo	pueblo	towns	Corregimiento de Tarma	
10671	Moscari	alcedo	pueblo	towns	Corregimiento de Chayanta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000159]
10672	Mosina	alcedo	pueblo	towns	Cumaná	
10673	Mosleuin	alcedo	pueblo	towns	Tucumán	
10674	Mosnacho	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000687]
10675	Mosquito	alcedo	bahia	bays		
10676	Mosquitos	alcedo	pais	countrys	Reyno de Guatemala	
10677	Mosquitos	alcedo	isla	islands		
10680	Mosquitos	alcedo	bahia	bays	Isla de Cuba	
10681	Mosquitos	alcedo	punta	capes	Darien	
10682	Mosquitos	alcedo	ensenada	inlets	Nicaragua	
10683	Mosquitos	alcedo	rio	rivers	Venezuela	
10684	Mostardas	alcedo	pueblo	towns	Brazil	
10685	Mostazal	alcedo	rio	rivers	Corregimiento de Coquimbo	
10686	Mostazas	alcedo	pueblo	towns	Venezuela	
10687	Mota	alcedo	pueblo	towns	Nuevo Reyno de León	
10688	Mota	alcedo	pueblo	towns	Isla de Cuba	
10689	Motatan	alcedo	rio	rivers	Venezuela	
10690	Motauita	alcedo	pueblo	towns	Nuevo Reyno de Granada	
10691	Mote	alcedo	pueblo	towns	Quixos y Macas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600601]
10692	Mote	alcedo	rio	rivers		
10693	Mote	alcedo	isla	islands		
10694	Motepore	alcedo	pueblo	towns	Sonora	[https://www.hgis-indias.net/dokuwiki/doku.php?id=10000064]
10695	Motilones	alcedo	nación de indios	cultural groups	Venezuela	
10696	Motines	alcedo	alcaldía mayor	inhabited places	Reyno de Nueva España	
10697	Motines	alcedo	pueblo	towns		
10698	Motobar	alcedo	rio	rivers	Venezuela	
10699	Motupe	alcedo	pueblo	towns	Corregimiento de Piura	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001399]
10700	Moxanda	alcedo	monte	mountains	Corregimiento de Otavalo	
10701	Moxi	alcedo	rio	rivers		
10702	Moxicones	alcedo	bahia	bays	Reyno de Chile	
10703	Moxillones	alcedo	bahia	bays	Corregimiento de Atacama	
10704	Moximo	alcedo	rio	rivers	Reyno de Quito	
10705	Moxo	alcedo	pueblo	towns	Corregimiento de Paucarcolla	
10706	Moxo	alcedo	pueblo	towns	Corregimiento de Chichas y Tarija	
10707	Moxocaya	alcedo	pueblo	towns	Corregimiento de Tomina	
10708	Moxon	alcedo	pueblo	towns	Corregimiento de Xauja	
10709	Moxonaui	alcedo	pueblo	towns	Nuevo México	
10710	Moxos	alcedo	pais	countrys	Reyno dPerú	
10711	Moxos	alcedo	pueblo	towns	Corregimiento de Chichas y Tarija	
10712	Moxos	alcedo			Apolobamba	
10713	Moxo	alcedo	pueblo	towns	Corregimiento de Yamparaes	
10714	Mouillage	alcedo	isla	islands		
10716	Moule	alcedo				
10717	Moulinet	alcedo				
10718	Mount	alcedo	isla	islands		
10719	Mountjoi	alcedo	condado	countys		
10720	Mountholi	alcedo	pueblo	towns		
10721	Moure	alcedo	fuerte	inhabited places		
10722	Mourisca	alcedo	pueblo	towns	Brazil	
10723	Mousa	alcedo	laguna	lagoons	Moxos	
10724	Mousa	alcedo	fuerte	inhabited places	la Florida	
10725	Moustique	alcedo	rio	rivers		
10726	Mouton	alcedo	baxo	valleys		
10727	Mouton	alcedo	puerto	ports		
10728	Moya	alcedo	pueblo	towns	Corregimiento de Angaraes	
10729	Moya	alcedo	pueblo	towns	Lagos	
10730	Moya	alcedo	rio	rivers		
10731	Moyagua	alcedo	pueblo	towns	Juchipila	
10732	Moyalec	alcedo			Tucuman	
10733	Moyen	alcedo				
10734	Moyobamba	alcedo			Corregimiento de Chachapoyas	
10735	Moyobamba	alcedo	rio	rivers		
10736	Moyobamba	alcedo	valle	valleys		
10737	Moyotepec	alcedo	pueblo	towns		
10738	Muberri	alcedo	rio	rivers		
10739	Mucabusa	alcedo	pueblo	towns	Brazil	
10740	Mucaras	alcedo				
10741	Mucari	alcedo	bahia	bays		
10742	Muccia	alcedo				
10743	Muchipai	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000641]
10744	Muchuchis	alcedo	pueblo	towns	Nuevo Reyno de Granada	
10745	Muchumi	alcedo	pueblo	towns	Corregimiento de Saña	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001417]
10746	Mucuno	alcedo	pueblo	towns	Nuevo Reyno de Granada	
10747	Mucures	alcedo	pueblo	towns	Barcelona	
10748	Mucururi	alcedo	pueblo	towns	Guayana ó Nueva Andalucía	
10749	Mucuruba	alcedo	pueblo	towns	Nuevo Reyno de Granada	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000482]
10750	Mudura	alcedo	rio	rivers	la Guayana	
10751	Muellamues	alcedo	pueblo	towns	Popayan	
10752	Muertes	alcedo	rio	rivers		
10753	Muertos	alcedo	islote	islands		
10754	Mugeres	alcedo	isla	islands	Reyno de Guatemala	
10755	Muisne	alcedo	rio	rivers	Esmeraldas	
10756	Muitacou	alcedo	pueblo	towns	la Guayana ó Nueva Andalucía	
10757	Muito	alcedo	rio	rivers	Paraguay	
10758	Muja	alcedo	pueblo	towns	Antioquia	
10759	Muju	alcedo	rio	rivers		
10760	Mulahalo	alcedo	pueblo	towns	Corregimiento de Latacunga	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600126]
10761	Mulas	alcedo	punta	capes	Isla de Cuba	
10762	Mulatas	alcedo	isla	islands	Darien	
10763	Mulden	alcedo	ciudad	citys		
10764	Mulege	alcedo	rio	rivers	California	
10765	Muleques	alcedo	isla	islands		
10766	Mullicus	alcedo	rio	rivers		
10767	Mullones	alcedo	nación de indios	cultural groups	Pasto	
10768	Mulot	alcedo	baxo	valleys		
10769	Mulmul	alcedo	cerro	mountains	Corregimiento de Riobamba	
10770	Mumu	alcedo	pueblos y tierras indígenas		Reyno de Tierra-Firme	
10771	Munamesa	alcedo	rio	rivers	Mainas	
10772	Muñani	alcedo	pueblo	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000512]
10773	Muniches	alcedo	pueblo	towns	Mainas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600283]
10774	Munigitura	alcedo	pueblo	towns	Brazil	
10775	Muquiyauio	alcedo	pueblo	towns	Corregimiento de Jauxa	
10776	Mura	alcedo	rio	rivers	Cumaná	
10777	Mura	alcedo				
10778	Muraparaxia	alcedo	isla	islands	País de las Amazonas	
10779	Muratas	alcedo	nación de indios	cultural groups		
10780	Murca	alcedo	pueblo	towns	Corregimiento de Tunja	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000226]
10781	Murco	alcedo	pueblo	towns	Corregimiento de Collahuas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000091]
10782	Mures	alcedo	nación de indios	cultural groups		
10783	Muribira	alcedo	provincia	provinces	Brazil	
10784	Murichal	alcedo	rio	rivers		
10785	Muritati	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
10786	Murri	alcedo	pueblo	towns	Darien	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000594]
10787	Murri	alcedo	montaña	mountains		
10788	Muruaci	alcedo	rio	rivers		
10789	Murucuri	alcedo	pueblo	towns		
10790	Murucutachip	alcedo	puerto	ports	la Sonora	
10791	Muyscas	alcedo				
10792	Muscadoboit	alcedo	bahia	bays		
10793	Muscle	alcedo	isla	islands		
10794	Musconqus	alcedo	rio	rivers		
10795	Muskingun	alcedo	pueblos y tierras indígenas			
10796	Muskingun	alcedo	rio	rivers		
10797	Musinam	alcedo	pueblo	towns	Corregimiento de Copiapó	
10798	Mutanambo	alcedo	pueblo	towns	Cumaná	[https://www.hgis-indias.net/dokuwiki/doku.php?id=4000439]
10799	Mutarnati	alcedo	rio	rivers	Darien	
10800	Mutca	alcedo	pueblo	towns	Corregimiento de Aimaraez	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000223]
10801	Muton	alcedo	puerto	ports		
10802	Mutquin	alcedo	pueblo	towns	Tucumán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=9000609]
10803	Mutuanis	alcedo	nación de indios	cultural groups	Brazil	
10804	Muxiar	alcedo			Antioquía	
10805	Muyumuyu	alcedo	provincia	provinces	Reyno dPerú	
10806	Muza	alcedo	pueblo	towns	Corregimiento de Abancay	
10807	Muzos	alcedo	nación de indios	cultural groups	Nuevo Reyno de Granada	
10808	Muzos	alcedo	ciudad	citys		
10809	Muzupies	alcedo	nación de indios	cultural groups	Perú	
10810	Naba	alcedo	pueblo	towns	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000991]
10811	Naban	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000986]
10812	Nabon	alcedo	pueblo	towns	Corregimiento de Cuenca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600373]
10813	Nabuapo	alcedo	rio	rivers	Perú	
10814	Nacatches	alcedo	pueblo	towns	Texas	
10815	Nacameri	alcedo	pueblo	towns	la Sonora	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1003967]
10816	Nacanne	alcedo	pueblo	towns	la Luisiana	
10817	Nacantepec	alcedo	pueblo	towns	Cuicatlán	
10818	Nacari	alcedo	rio	rivers	Nueva España	
10819	Nacatlan	alcedo	pueblo	towns	Zacatlán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1000582]
10820	Nachapalan	alcedo	pueblo	towns	Pánuco	
10821	Nachego	alcedo	laguna	lagoons	Mainas	
10822	Nacimiento	alcedo	pueblo	towns	Reyno de Chile	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000402]
10823	Nacodoches	alcedo	pueblo	towns		
10824	Nacori	alcedo	pueblo	towns		
10825	Nacosari	alcedo	pueblo	towns	Sonora	
10826	Nacosari	alcedo	pueblo	towns		
10827	Nadaco	alcedo	pueblo	towns	Texas	
10828	Nadio	alcedo	pueblo	towns	Maravatio	
10829	Nafoli	alcedo	pueblo	towns		
10830	Nagualapa	alcedo	pueblo	towns	Colima	
10831	Naguapo	alcedo	pueblo	towns	Reyno de Quito	
10832	Naguatzen	alcedo	pueblo	towns	Valladolid	
10833	Naguerachi	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
10834	Nahuelhuapi	alcedo	pueblo	towns	Reyno de Chile	
10835	Naicuru	alcedo	rio	rivers	la Guayana	
10836	Naiguada	alcedo	pueblo	towns	Venezuela	
10837	Namballe	alcedo	pueblo	towns	Jaén de Bracamoros	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600438]
10838	Nambe	alcedo	pueblo	towns	Nuevo México	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1004773]
10839	Namiquipa	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1005105]
10840	Nanahuatipac	alcedo	pueblo	towns	Cuicatlán	
10841	Nanasca	alcedo				
10842	Nanay	alcedo	rio	rivers	Mainas	
10843	Nancagua	alcedo	pueblo	towns	Corregimiento de Colchagua	[https://www.hgis-indias.net/dokuwiki/doku.php?id=7000048]
10844	Nancock	alcedo	isla	islands		
10845	Nancoke	alcedo	rio	rivers		
10846	Nanduiguazu	alcedo	rio	rivers	Paraguay	
10847	Nandui	alcedo				
10848	Nanegal	alcedo	pueblo	towns	Pastos	
10849	Nanegal	alcedo	pueblo	towns	Esmeraldas	
10850	Nanis	alcedo	pueblo	towns	Corregimiento de Caxatambo	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001008]
10851	Nanouchi	alcedo	pueblo	towns		
10852	Nansemond	alcedo	condado	countys		
10853	Nansemond	alcedo	pueblo	towns		
10854	Nansemond	alcedo	pueblo	towns		
10855	Nantounagan	alcedo				
10856	Nantucket	alcedo	isla	islands		
10857	Nantue	alcedo	puerto	ports		
10858	Nanzinta	alcedo	pueblo	towns	Reyno de Guatemala	
10859	Naos	alcedo	puerto	ports	Reyno de Tierra-Firme	
10860	Naos	alcedo	isla	islands	Reyno de Tierra-Firme	
10861	Naouadiches	alcedo	pueblo	towns	Texas	
10862	Napauechi	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
10863	Napeanos	alcedo	pueblo	towns	Mainas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600316]
10864	Napo	alcedo	rio	rivers	Quijos y Macas	
10865	Napo	alcedo	pueblo	towns		[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600602]
10866	Napotoas	alcedo	pueblo	towns		
10867	Naquasee	alcedo	pueblo	towns		
10868	Naragauset	alcedo				
10869	Naranja	alcedo			Obispado de Mechoacan	
10870	Naranjal	alcedo	pueblo	towns	Guayaquil	
10871	Naranjal	alcedo	pueblo	towns	Orizava	
10872	Naranjal	alcedo	provincia	provinces	Popayán	
10873	Naranjal	alcedo	provincia	provinces	Antioquía	
10874	Naranjal	alcedo	rio	rivers	Guayaquil	
10875	Naranjal	alcedo	isla	islands	Reyno de Tierra-Firme	
10876	Naranjo	alcedo	pueblo	towns	Popayán	
10877	Naranjos	alcedo	pueblo	towns	Corregimiento de Chachapoyas	
10878	Naranjos	alcedo	isla	islands		
10879	Hare	alcedo	isla	islands	Isla de Cuba	
10880	Nareo	alcedo	pueblo	towns	Quatro Villas	
10881	Nariguera	alcedo			Quixos y Macas	
10882	Naris	alcedo	islote	islands		
10883	Nariua	alcedo	isla	islands	Isla y Gobierno de la Trinidad	
10884	Narsakgaset	alcedo	ciudad	citys		
10885	Narsakgaset	alcedo	rio	rivers		
10886	Naruaez	alcedo	pueblo	towns	Quixos y Macas	
10887	Nasas	alcedo	rio	rivers	Reyno del Nueva Vizcaya	
10888	Nasau	alcedo	bahia	bays	la Florida	
10889	Nasau	alcedo	cabo	capes		
10890	Nasca	alcedo	villa	towns	Perú	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000862]
10891	Nasca	alcedo	rio	rivers		
10892	Nasca	alcedo	monte	mountains		
10893	Nascatich	alcedo	lago	lakes		
10894	Nasquirou	alcedo	rio	rivers		
10895	Nata	alcedo	ciudad	citys	Perú	
10896	Natachouen	alcedo	rio	rivers		
10897	Nataga	alcedo	pueblo	towns	Neiba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000618]
10898	Natagaimas	alcedo	nacion	nations	Nuevo Reyno de Granada	
10899	Natagame	alcedo	pueblo	towns	Reyno del Nueva Vizcaya	
10900	Natal	alcedo	pueblo	towns	Brazil	
10901	Natches	alcedo	nación de indios	cultural groups		
10902	Natchitoches	alcedo			la Luisiana	
10903	Naticic	alcedo	ciudad	citys		
10904	Natigan	alcedo	rio	rivers		
10905	Natiquanaqua	alcedo	rio	rivers	Darien	
10906	Natiscotec	alcedo	bahia	bays		
10907	Natiuidal	alcedo	pueblo	towns	Sonora	
10908	Natiuitas	alcedo	pueblo	towns	Quatro Villas	
10909	Natouagamioix	alcedo	lago	lakes		
10910	Nau	alcedo	pueblo	towns	Brazil	
10911	Nauaganti	alcedo	rio	rivers	Darien	
10912	Nauatoa	alcedo				
10913	Nauatoa	alcedo	pueblo	towns		
10914	Nauaza	alcedo	isla	islands		
10915	Naucalpan	alcedo	pueblo	towns	Tacuba	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1001433]
10916	Nauidad	alcedo	pueblo	towns	Obispado de Mechoacan	
10917	Nauidad	alcedo	puerto	ports	Corregimiento de Itata	
10918	Nauio	alcedo	punta	capes	rio del Hacha	
10919	Nauios	alcedo	isla	islands	la Luisiana	
10920	Nauios	alcedo	ensenada	inlets		
10921	Nauiscalco	alcedo	pueblo	towns	Reyno de Guatemala	
10922	Nauito	alcedo	puerto	ports	California	
10923	Naulingo	alcedo	pueblo	towns	Xalapa	
10924	Naulingo	alcedo	pueblo	towns	Reyno de Guatemala	
10925	Naumbi	alcedo	rio	rivers	Paraguay	
10926	Naunas	alcedo	nación de indios	cultural groups	País de las Amazonas	
10927	Nauogame	alcedo	pueblo	towns	Sonora	
10928	Naupan	alcedo	pueblo	towns	Nueva España	[https://www.hgis-indias.net/dokuwiki/doku.php?id=1003249]
10929	Naupan	alcedo	cerro	mountains	Reyno de Quito	
10930	Nauras	alcedo	nación de indios	cultural groups	Nuevo Reyno de Granada	
10931	Nausa	alcedo	pueblo	towns	Guayaquil	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000668]
10932	Nauta	alcedo	rio	rivers	Tampico	
10933	Nauza	alcedo	pueblo	towns	Corregimiento de Guanuco	
10934	Nauzalco	alcedo	pueblo	towns	Reyno de Guatemala	
10935	Nauushauun	alcedo	isla	islands		
10936	Nayarith	alcedo	provincia	provinces		
10937	Nayauco	alcedo	isla	islands		
10938	Nazareno	alcedo	pueblo	towns	Brazil	
10939	Nazareno	alcedo	monte	mountains	Sonora	
10940	Nazaret	alcedo	pueblo	towns	Brazil	
10941	Nazintla	alcedo	pueblo	towns	Nueva España	
10942	Neale	alcedo	isla	islands		
10943	Nebach	alcedo	pueblo	towns	Reyno de Guatemala	
10944	Nebome	alcedo	nación de indios	cultural groups		
10945	Necendelan	alcedo	pueblo	towns	Reyno de Guatemala	
10946	Nechas	alcedo	pueblo	towns	Texas	
10947	Nechi	alcedo	pueblo	towns	Antioquía	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5000088]
10948	Necoya	alcedo	pueblo	towns	Mainas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=5600308]
10949	Necoxtla	alcedo	pueblo	towns	Nueva España	
10950	Necta	alcedo	pueblo	towns	Reyno de Guatemala	[https://www.hgis-indias.net/dokuwiki/doku.php?id=2000339]
10951	Nedock	alcedo	cabo	capes		
10952	Meedham	alcedo	punta	capes		
10953	Negelol	alcedo	rio	rivers	Reyno de Chile	
10954	Negra	alcedo	punta	capes	Tucuman	
10955	Negrete	alcedo	isla	islands	Reyno de Chile	
10956	Negrillo	alcedo	punta	capes	Perú	
10957	Negrillo	alcedo	baxo	valleys	Cartagena	
10958	Negrillo	alcedo	baxo	valleys		
10959	Negrillos	alcedo	pueblo	towns	Corregimiento de Carangas	[https://www.hgis-indias.net/dokuwiki/doku.php?id=8000332]
10960	Negrillos	alcedo				
10961	Negro	alcedo	rio	rivers		
10962	Negro	alcedo	rio	rivers	Buenos Ayres	
10963	Negro	alcedo	provincia	provinces	Corregimiento de Tunja	
10964	Negro	alcedo	reyno	kingdoms		
10965	Negro	alcedo	reyno	kingdoms	Veragua	
10966	Negro	alcedo	provincia	provinces	Texas	
10967	Negro	alcedo	provincia	provinces	Neiva	
10968	Negro	alcedo	provincia	provinces	Maracaibo	
10969	Negro	alcedo	capitania	political administrative bodies	Brazil	
10970	Nne	alcedo	provincia	provinces	Corregimiento de Chachapoyas	
10971	Nne	alcedo	provincia	provinces	Paraguay	
10972	Nne	alcedo	provincia	provinces	Buenos Ayres	
10973	Nne	alcedo	reyno	kingdoms	Nuevo Reyno de Granada	
10974	Nne	alcedo	pais	countrys	Brazil	
10975	Nne	alcedo	rio	rivers	distrito y Gobierno de San Juan Jirón	
10976	Nne	alcedo	fuerte	inhabited places	Tucumán	[https://www.hgis-indias.net/dokuwiki/doku.php?id=10000924]
10977	Nne	alcedo	cabo	capes		
10980	Nne	alcedo	monte	mountains	Corregimiento de Itata	
10981	Negros	alcedo				
10983	Neiquitos	alcedo	pueblo	towns	Maracaibo	
10984	Neiua	alcedo	provincia	provinces	Nuevo Reyno de Granada	
10985	Neiua	alcedo	valle	valleys		
10986	Neiua	alcedo	pueblo	towns		
10987	Neiua	alcedo	montaña	mountains		
10989	Neiua	alcedo	bahia	bays		
10990	Neiua	alcedo	rio	rivers	Nuevo Reyno de Granada	
10991	Nelson	alcedo	fuerte	inhabited places		
10992	Nembucu	alcedo	pueblo	towns	Paraguay	
10993	Nemeougamiou	alcedo	lago	lakes		
10994	Nemiscau	alcedo	lago	lakes		
10995	Nemocon	alcedo	pueblo	towns	Nuevo Reyno de Granada	
10996	Neninco	alcedo	pueblo	towns	Reyno de Chile	
10997	Neocoyaes	alcedo	nación de indios	cultural groups	Brazil	
10998	Neouisacouat	alcedo	rio	rivers		
10999	Nepena	alcedo	pueblo	towns	Corregimiento de Santa	
11000	Nepigon	alcedo	lago	lakes		
11001	Nepos	alcedo	pueblo	towns	Corregimiento de Caxamarca	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6001237]
11002	Neque	alcedo	isla	islands		
11003	Nequehuayocondor	alcedo	pueblo	towns	Corregimiento de Guanta	[https://www.hgis-indias.net/dokuwiki/doku.php?id=6000482]
11004	Neragansat	alcedo	rio	rivers		
11005	Nericica	alcedo	pueblo	towns		
11006	Neshimencic	alcedo	rio	rivers		
11007	Nesky	alcedo	punta	capes		
11008	Neuada	alcedo	sierra	mountain ranges	Santa Marta	
11009	Neuada	alcedo	montaña	mountains	Tucumán	
11010	Neuadas	alcedo	isla	islands		
11011	Neuas	alcedo	nación de indios	cultural groups	Brazil	
11012	Neuborg	alcedo	pueblo	towns		
11013	Neueri	alcedo	rio	rivers	Barcelona	
11014	Neuf	alcedo	pueblo	towns		
11015	Neuf	alcedo	cabo	capes		
11016	Neuis	alcedo				
11017	Neultra	alcedo	estrecho	straits		
11018	Neus	alcedo	rio	rivers		
11019	Neusum	alcedo	isla	islands		
11020	New	alcedo	rio	rivers		
11021	Newark	alcedo	ciudad	citys		
11022	Newbern	alcedo	ciudad	citys		
11023	Newburi	alcedo	ciudad	citys		
11024	Newcastle	alcedo	condado	countys		
11025	Newcastle	alcedo	ciudad	citys		
